摄像头编号  摄像日期    摄像时间    笼号  变化点数    帧数  视频时间长度
ch01 20180117 193015 1-1 148365 33890 1412.083333
ch01 20180117 193015 1-2 121292 33890 1412.083333
ch01 20180117 193015 2-2 120253 33890 1412.083333
ch01 20180117 195348 1-1 130738 33890 1412.083333
ch01 20180117 195348 1-2 129054 33890 1412.083333
ch01 20180117 195348 2-2 140393 33890 1412.083333
ch01 20180117 201720 1-1 135034 33890 1412.083333
ch01 20180117 201720 2-2 112396 33890 1412.083333
ch01 20180117 201720 1-2 111679 33890 1412.083333
ch01 20180117 204052 1-1 102706 33890 1412.083333
ch01 20180117 204052 1-2 98665 33890 1412.083333
ch01 20180117 204052 2-2 78108 33890 1412.083333
ch01 20180117 210423 1-1 115151 33890 1412.083333
ch01 20180117 210423 1-2 107357 33890 1412.083333
ch01 20180117 210423 2-2 77102 33890 1412.083333
ch01 20180117 230204 1-2 98258 33890 1412.083333
ch01 20180117 230204 2-2 134573 33890 1412.083333
ch01 20180117 230204 1-1 107244 33890 1413.625000
ch01 20180117 232536 1-1 133179 33890 1412.083333
ch01 20180117 232536 1-2 96627 33890 1412.083333
ch01 20180117 232536 2-2 160666 33890 1412.083333
ch01 20180117 234908 1-1 100765 15697 654.041667
ch01 20180117 234908 1-2 106968 15697 654.041667
ch01 20180117 234908 2-2 129039 15697 654.041667
ch01 20180118 000000 1-1 122810 18242 760.083333
ch01 20180118 000000 1-2 113047 18242 760.083333
ch01 20180118 000000 2-1 109412 18242 760.083333
ch01 20180118 001240 1-1 126961 33890 1412.083333
ch01 20180118 001240 1-2 123146 33890 1412.083333
ch01 20180118 001240 2-1 130731 33890 1412.083333
ch01 20180118 003612 1-1 142556 33890 1412.083333
ch01 20180118 003612 1-2 126378 33890 1412.083333
ch01 20180118 003612 2-1 134649 33890 1412.083333
ch01 20180118 005944 1-1 138328 33890 1412.083333
ch01 20180118 005944 1-2 124818 33890 1412.083333
ch01 20180118 005944 2-1 135765 33890 1412.083333
ch01 20180118 012316 1-1 121130 33890 1412.083333
ch01 20180118 012316 1-2 105381 33890 1412.083333
ch01 20180118 012316 2-1 135579 33890 1412.083333
ch01 20180118 014648 1-1 112046 25045 1043.541667
ch01 20180118 014648 1-2 89689 25045 1043.541667
ch01 20180118 014648 2-1 112717 25045 1043.541667
ch01 20180118 021020 1-1 92459 19388 807.833333
ch01 20180118 021020 1-2 86870 19388 807.833333
ch01 20180118 021020 2-1 108134 19388 807.833333
ch01 20180118 023352 1-1 120868 33890 1412.083333
ch01 20180118 023352 1-2 106313 33890 1412.083333
ch01 20180118 023352 2-1 135022 33890 1412.083333
ch01 20180118 025724 1-1 125083 33890 1412.083333
ch01 20180118 025724 1-2 100541 33890 1412.083333
ch01 20180118 025724 2-1 118184 33890 1412.083333
ch01 20180118 032056 1-1 130899 33890 1412.083333
ch01 20180118 032056 1-2 107259 33890 1412.083333
ch01 20180118 032056 2-1 112577 33890 1412.083333
ch01 20180118 034428 1-1 119891 33890 1412.083333
ch01 20180118 034428 1-2 106529 33890 1412.083333
ch01 20180118 034428 2-1 128678 33890 1412.083333
ch01 20180118 040800 1-1 119410 33890 1412.083333
ch01 20180118 040800 1-2 103666 33890 1412.083333
ch01 20180118 040800 2-1 123773 33890 1412.083333
ch01 20180118 043132 1-1 117752 33890 1412.083333
ch01 20180118 043132 1-2 97708 33890 1412.083333
ch01 20180118 043132 2-1 120237 33890 1412.083333
ch01 20180118 045504 1-1 119529 33890 1412.083333
ch01 20180118 045504 1-2 98981 33890 1412.083333
ch01 20180118 045504 2-1 121038 33890 1412.083333
ch01 20180118 051836 1-1 119264 33890 1412.083333
ch01 20180118 051836 1-2 103380 33890 1412.083333
ch01 20180118 051836 2-1 113827 33890 1412.083333
ch01 20180118 054208 1-1 118745 33890 1412.083333
ch01 20180118 054208 1-2 97888 33890 1412.083333
ch01 20180118 054208 2-1 105087 33890 1412.083333
ch01 20180118 060540 1-1 116865 33890 1412.083333
ch01 20180118 060540 1-2 100907 33890 1412.083333
ch01 20180118 060540 2-1 119009 33890 1412.083333
ch01 20180118 062912 1-1 126874 33890 1412.083333
ch01 20180118 062912 1-2 101726 33890 1412.083333
ch01 20180118 062912 2-1 108999 33890 1412.083333
ch01 20180118 065244 1-1 118182 33890 1412.083333
ch01 20180118 065244 1-2 100669 33890 1412.083333
ch01 20180118 065244 2-1 116045 33890 1412.083333
ch01 20180118 071616 1-1 118975 33890 1412.083333
ch01 20180118 071616 1-2 102176 33890 1412.083333
ch01 20180118 071616 2-1 111428 33890 1412.083333
ch01 20180118 073948 1-1 107521 33890 1412.083333
ch01 20180118 073948 1-2 101656 33890 1412.083333
ch01 20180118 073948 2-1 114805 33890 1412.083333
ch01 20180118 080320 1-1 114218 33890 1412.083333
ch01 20180118 080320 1-2 102786 33890 1412.083333
ch01 20180118 080320 2-1 127062 33890 1412.083333
ch01 20180118 082652 1-1 109307 33841 1410.041667
ch01 20180118 082652 1-2 99097 33841 1410.041667
ch01 20180118 082652 2-1 120436 33841 1410.041667
ch01 20180118 085025 1-1 100551 33214 1383.916667
ch01 20180118 085025 1-2 99706 33214 1383.916667
ch01 20180118 085025 2-1 101308 33214 1383.916667
ch01 20180118 091356 1-1 83756 33890 1412.083333
ch01 20180118 091356 1-2 90598 33890 1412.083333
ch01 20180118 091356 2-1 129921 33890 1412.083333
ch01 20180118 093728 1-1 107306 33890 1412.083333
ch01 20180118 093728 1-2 68737 33890 1412.083333
ch01 20180118 093728 2-1 74147 33890 1412.083333
ch01 20180118 100100 1-1 430 33890 1412.083333
ch01 20180118 100100 1-2 12620 33890 1412.083333
ch01 20180118 100100 2-1 266 33890 1412.083333
ch01 20180118 102432 1-1 79180 33890 1412.083333
ch01 20180118 102432 1-2 95451 33890 1412.083333
ch01 20180118 102432 2-1 102595 33890 1412.083333
ch01 20180118 104804 1-1 102849 33890 1412.083333
ch01 20180118 104804 1-2 105745 33890 1412.083333
ch01 20180118 104804 2-1 133409 33890 1412.083333
ch01 20180118 111136 1-1 1569 33890 1412.083333
ch01 20180118 111136 1-2 4296 33890 1412.083333
ch01 20180118 111136 2-1 235 33890 1412.083333
ch01 20180118 113509 1-1 72533 33890 1412.083333
ch01 20180118 113509 1-2 67112 33890 1412.083333
ch01 20180118 113509 2-1 74571 33890 1412.083333
ch01 20180118 115841 1-1 6411 33890 1412.083333
ch01 20180118 115841 1-2 2913 33890 1412.083333
ch01 20180118 115841 2-1 2563 33890 1412.083333
ch01 20180118 122212 1-1 87357 33890 1412.083333
ch01 20180118 122212 1-2 96239 33890 1412.083333
ch01 20180118 122212 2-1 129339 33890 1412.083333
ch01 20180118 124545 1-1 126309 33890 1412.083333
ch01 20180118 124545 1-2 117815 33890 1412.083333
ch01 20180118 124545 2-1 122214 33890 1412.083333
ch01 20180118 130916 1-1 231777 33890 1412.083333
ch01 20180118 130916 1-2 186603 33890 1412.083333
ch01 20180118 130916 2-1 232029 33890 1412.083333
ch01 20180118 133249 1-1 217626 33890 1412.083333
ch01 20180118 133249 1-2 188797 33890 1412.083333
ch01 20180118 133249 2-1 251107 33890 1412.083333
ch01 20180118 135620 1-1 161950 33890 1412.083333
ch01 20180118 135620 1-2 136638 33890 1412.083333
ch01 20180118 135620 2-1 181467 33890 1412.083333
ch01 20180118 141952 1-1 88921 33877 1411.541667
ch01 20180118 141952 1-2 80035 33877 1411.541667
ch01 20180118 141952 2-1 75244 33877 1411.541667
ch01 20180118 144324 1-1 92186 33890 1412.083333
ch01 20180118 144324 1-2 81419 33890 1412.083333
ch01 20180118 144324 2-1 95412 33890 1412.083333
ch01 20180118 150656 1-1 91296 33890 1412.083333
ch01 20180118 150656 1-2 90244 33890 1412.083333
ch01 20180118 150656 2-1 102783 33890 1412.083333
ch01 20180118 153028 1-1 132382 33890 1412.083333
ch01 20180118 153028 1-2 115722 33890 1412.083333
ch01 20180118 153028 2-1 131508 33890 1412.083333
ch01 20180118 155400 1-1 50976 33890 1412.083333
ch01 20180118 155400 2-1 31696 33890 1412.083333
ch01 20180118 161732 1-1 46191 33890 1412.083333
ch01 20180118 161732 2-1 25358 33890 1412.083333
ch01 20180118 164104 1-1 49899 33890 1412.083333
ch01 20180118 164104 1-2 21338 33890 1412.083333
ch01 20180118 170436 1-1 80238 33890 1412.083333
ch01 20180118 170436 2-1 80529 33890 1412.083333
ch01 20180118 170436 2-2 95856 33890 1412.083333
ch01 20180118 172808 1-1 85163 33890 1412.083333
ch01 20180118 172808 2-1 85369 33890 1412.083333
ch01 20180118 172808 2-2 89080 33890 1412.083333
ch01 20180118 175140 1-1 74716 33890 1412.083333
ch01 20180118 175140 2-1 99086 33890 1412.083333
ch01 20180118 175140 2-2 90444 33890 1412.083333
ch01 20180118 181513 1-1 71523 33890 1412.083333
ch01 20180118 181513 2-1 84372 33890 1412.083333
ch01 20180118 181513 2-2 93194 33890 1412.083333
ch01 20180118 183844 1-1 174017 33890 1412.083333
ch01 20180118 183844 2-1 190324 33890 1412.083333
ch01 20180118 183844 2-2 113837 33890 1412.083333
ch01 20180118 190217 1-1 166904 33890 1412.083333
ch01 20180118 192548 1-1 160254 33890 1412.083333
ch01 20180118 192548 2-1 107183 33890 1412.083333
ch01 20180118 194920 1-1 159763 33890 1412.083333
ch01 20180118 194920 2-1 121937 33890 1412.083333
ch01 20180118 201252 1-1 139305 33890 1412.083333
ch01 20180118 201252 2-1 138920 33890 1412.083333
ch01 20180118 203624 1-1 159199 33890 1412.083333
ch01 20180118 203624 2-1 109202 33890 1412.083333
ch01 20180118 205956 1-1 137319 33890 1412.083333
ch01 20180118 205956 2-1 104442 33890 1412.083333
ch01 20180118 212328 1-1 156551 33890 1412.083333
ch01 20180118 212328 2-1 147974 33890 1412.083333
ch01 20180118 212328 2-2 135202 33890 1412.083333
ch01 20180118 214700 1-1 165561 33890 1412.083333
ch01 20180118 214700 2-1 123264 33890 1412.083333
ch01 20180118 214700 2-2 115541 33890 1412.083333
ch01 20180118 221032 1-1 191193 33890 1412.083333
ch01 20180118 221032 2-1 120556 33890 1412.083333
ch01 20180118 221032 2-2 119770 33890 1412.083333
ch01 20180118 223404 1-1 163417 33890 1412.083333
ch01 20180118 223404 2-1 123548 33890 1412.083333
ch01 20180118 223404 2-2 130052 33890 1412.083333
ch01 20180118 225737 1-1 152060 33890 1412.083333
ch01 20180118 225737 2-1 152060 33890 1412.083333
ch01 20180118 225737 2-2 114291 33890 1412.083333
ch01 20180118 232109 1-1 173210 33890 1412.083333
ch01 20180118 232109 2-1 137203 33890 1412.083333
ch01 20180118 232109 2-2 136736 33890 1412.083333
ch01 20180118 234441 1-1 168366 22081 920.041667
ch01 20180118 234441 2-1 119484 22081 920.041667
ch01 20180118 234441 2-2 101313 22081 920.041667
ch01 20180119 000000 1-1 131465 11810 492.083333
ch01 20180119 000000 2-1 64892 11810 492.083333
ch01 20180119 000000 2-2 72686 11810 492.083333
ch01 20180119 000812 1-1 162092 162002 1412.1
ch01 20180119 000812 2-1 176010 170060 1412.1
ch01 20180119 000812 2-2 184480 18404 1412.1
ch01 20180119 003144 1-1 135250 33890 1412.083333
ch01 20180119 003144 2-1 125105 33890 1412.083333
ch01 20180119 003144 2-2 117118 33890 1412.083333
ch01 20180119 005517 1-1 193992 19020 1412.1
ch01 20180119 005517 2-1 198373 19002 1412.1
ch01 20180119 005517 2-2 198373 19002 1412.1
ch01 20180119 011848 1-1 175621 33890 1412.083333
ch01 20180119 011848 2-1 121056 33890 1412.083333
ch01 20180119 014220 1-1 200940 27006 1412.1
ch01 20180119 014220 2-1 190312 17302 1412.1
ch01 20180119 014220 2-2 138879 10083 1412.1
ch01 20180119 020552 1-1 139330 33890 1412.083333
ch01 20180119 020552 2-1 117769 33890 1412.083333
ch01 20180119 022924 1-1 203781 27006 1127.208333
ch01 20180119 022924 2-1 194074 27006 1127.208333
ch01 20180119 022924 2-2 162675 27006 1127.208333
ch01 20180119 025256 1-1 146663 33890 1412.083333
ch01 20180119 025256 2-1 166765 33890 1412.083333
ch01 20180119 025256 2-2 133297 33890 1412.083333
ch01 20180119 031629 1-1 169243 13194 551.708333
ch01 20180119 031629 2-1 170789 13194 551.708333
ch01 20180119 031629 2-2 763528 13194 551.708333
ch01 20180119 034001 1-1 144273 33890 1412.083333
ch01 20180119 034001 2-1 133496 33890 1412.083333
ch01 20180119 034001 2-2 133785 33890 1412.083333
ch01 20180119 040332 1-1 206232 33890 1414.041667
ch01 20180119 040332 2-1 164780 33890 1414.041667
ch01 20180119 040332 2-2 130657 33890 1414.041667
ch01 20180119 042705 1-1 139266 33890 1412.083333
ch01 20180119 042705 2-1 122792 33890 1412.083333
ch01 20180119 042705 2-2 124369 33890 1412.083333
ch01 20180119 045037 1-1 172293 33891 1414.083333
ch01 20180119 045037 2-1 167657 33891 1414.083333
ch01 20180119 045037 2-2 148347 33891 1414.083333
ch01 20180119 051409 1-1 154448 33890 1412.083333
ch01 20180119 051409 2-1 124065 33890 1412.083333
ch01 20180119 051409 2-2 127019 33890 1412.083333
ch01 20180119 053741 1-1 222733 33890 1414.083333
ch01 20180119 053741 2-1 199322 33890 1414.083333
ch01 20180119 053741 2-2 174403 33890 1414.083333
ch01 20180119 060113 1-1 151029 33890 1412.083333
ch01 20180119 060113 2-1 132167 33890 1412.083333
ch01 20180119 060113 2-2 138067 33890 1412.083333
ch01 20180119 064817 2-2 126119 33890 1412.083333
ch01 20180119 071149 1-1 206127 33891 1414.083333
ch01 20180119 071149 2-1 196250 33891 1414.083333
ch01 20180119 071149 2-2 138428 33891 1414.083333
ch01 20180119 073521 1-1 138881 33890 1412.083333
ch01 20180119 073521 2-1 122477 33890 1412.083333
ch01 20180119 073521 2-2 125425 33890 1412.083333
ch01 20180119 075853 1-1 240897 33890 1414.083333
ch01 20180119 075853 2-1 172770 33890 1414.083333
ch01 20180119 075853 2-2 164446 33890 1414.083333
ch01 20180119 082225 1-1 177335 33890 1414.041667
ch01 20180119 082225 2-1 149880 33890 1414.041667
ch01 20180119 082225 2-2 157116 33890 1414.041667
ch01 20180119 084557 1-1 152214 33890 1414.041667
ch01 20180119 084557 2-1 167466 33890 1414.041667
ch01 20180119 084557 2-2 119843 33890 1414.041667
ch01 20180119 090929 2-2 119843 33890 1414.041667
ch01 20180119 093301 1-1 131782 33890 1414.041667
ch01 20180119 093301 1-2 46211 33890 1414.041667
ch01 20180119 093301 2-1 177615 33890 1414.041667
ch01 20180119 095633 2-1 177615 33890 1414.041667
ch01 20180119 104337 2-1 174281 33890 1414.041667
ch01 20180119 110709 1-1 387142 33891 1414.083333
ch01 20180119 115413 1-1 87299 33890 1414.083333
ch01 20180119 115413 1-2 131487 33890 1414.083333
ch01 20180119 115413 2-1 99092 33890 1414.083333
ch01 20180119 121745 1-1 100057 33890 1414.041667
ch01 20180119 121745 1-2 96858 33890 1414.041667
ch01 20180119 121745 2-1 125282 33890 1414.041667
ch01 20180119 124117 1-1 168494 33890 1414.041667
ch01 20180119 124117 1-2 125722 33890 1414.041667
ch01 20180119 124117 2-1 152484 33890 1414.041667
ch01 20180119 132821 1-1 24467 33891 1414.250000
ch01 20180119 132821 1-2 15316 33891 1414.250000
ch01 20180119 132821 2-1 29273 33891 1414.250000
ch01 20180119 141526 1-1 127712 33890 1414.291667
ch01 20180119 141526 1-2 97595 33890 1414.291667
ch01 20180119 141526 2-1 153408 33890 1414.291667
ch01 20180119 143857 1-1 106429 33890 1414.250000
ch01 20180119 143857 1-2 52097 33890 1414.250000
ch01 20180119 143857 2-1 105174 33890 1414.250000
ch01 20180119 150230 1-1 167384 33890 1414.250000
ch01 20180119 150230 1-2 67953 33890 1414.250000
ch01 20180119 150230 2-1 147629 33890 1414.250000
ch01 20180119 152602 1-1 107353 33890 1412.083333
ch01 20180119 152602 1-2 64346 33890 1412.083333
ch01 20180119 152602 2-1 106040 33890 1412.083333
ch01 20180119 154934 1-1 69463 33891 1414.291667
ch01 20180119 154934 1-2 69513 33891 1414.291667
ch01 20180119 154934 2-1 76880 33891 1414.291667
ch01 20180119 161305 1-1 127043 33890 1412.083333
ch01 20180119 161305 1-2 67378 33890 1412.083333
ch01 20180119 161305 2-1 85770 33890 1412.083333
ch01 20180119 163638 1-1 149476 33890 1414.250000
ch01 20180119 163638 1-2 101192 33890 1414.250000
ch01 20180119 163638 2-1 168768 33890 1414.250000
ch01 20180119 170009 1-1 91970 33890 1412.083333
ch01 20180119 170009 1-2 59973 33890 1412.083333
ch01 20180119 170009 2-1 71369 33890 1412.083333
ch01 20180119 172342 1-1 106187 33890 1414.250000
ch01 20180119 172342 1-2 74963 33890 1414.250000
ch01 20180119 172342 2-1 127808 33890 1414.250000
ch01 20180119 181046 1-1 195254 33890 1414.291667
ch01 20180119 181046 1-2 88319 33890 1414.291667
ch01 20180119 181046 2-1 129682 33890 1414.291667
ch01 20180119 185750 1-1 145375 33890 1414.250000
ch01 20180119 185750 1-2 89691 33890 1414.250000
ch01 20180119 185750 2-1 166580 33890 1414.250000
ch01 20180119 194453 1-1 146082 33891 1414.291667
ch01 20180119 194453 1-2 99023 33891 1414.291667
ch01 20180119 194453 2-1 129774 33891 1414.291667
ch01 20180119 200826 1-1 120370 33890 1412.083333
ch01 20180119 200826 1-2 65385 33890 1412.083333
ch01 20180119 200826 2-1 92897 33890 1412.083333
ch01 20180119 203157 1-1 156638 33890 1414.250000
ch01 20180119 203157 1-2 97724 33890 1414.250000
ch01 20180119 203157 2-1 150234 33890 1414.250000
ch01 20180119 205530 1-1 128640 33890 1412.083333
ch01 20180119 205530 1-2 78511 33890 1412.083333
ch01 20180119 205530 2-1 98990 33890 1412.083333
ch01 20180119 211902 1-1 145428 33890 1414.250000
ch01 20180119 211902 1-2 91956 33890 1414.250000
ch01 20180119 211902 2-1 163233 33890 1414.250000
ch01 20180119 214233 1-1 116853 33890 1412.083333
ch01 20180119 214233 1-2 79109 33890 1412.083333
ch01 20180119 214233 2-1 113236 33890 1412.083333
ch01 20180119 220606 1-1 184899 33891 1414.291667
ch01 20180119 220606 1-2 88618 33891 1414.291667
ch01 20180119 220606 2-1 147103 33891 1414.291667
ch01 20180119 222937 1-1 116143 33890 1412.083333
ch01 20180119 222937 1-2 76510 33890 1412.083333
ch01 20180119 222937 2-1 93696 33890 1412.083333
ch01 20180119 225310 1-1 203050 33890 1414.250000
ch01 20180119 225310 1-2 79565 33890 1414.250000
ch01 20180119 225310 2-1 169788 33890 1414.250000
ch01 20180119 234013 1-1 160080 28465 1188.208333
ch01 20180119 234013 1-2 86143 28465 1188.208333
ch01 20180119 234013 2-1 178342 28465 1188.208333
ch01 20180120 000000 1-1 52567 5426 226.083333
ch01 20180120 000000 1-2 24425 5426 226.083333
ch01 20180120 000345 1-1 136616 33890 1412.083333
ch01 20180120 000345 1-2 57624 33890 1412.083333
ch01 20180120 002718 1-1 129421 33890 1412.083333
ch01 20180120 002718 1-2 57353 33890 1412.083333
ch01 20180120 005050 1-1 113443 33890 1412.083333
ch01 20180120 005050 1-2 66840 33890 1412.083333
ch01 20180120 011422 1-1 103247 33890 1412.083333
ch01 20180120 011422 1-2 64139 33890 1412.083333
ch01 20180120 013753 1-1 117194 33890 1412.083333
ch01 20180120 013753 1-2 52190 33890 1412.083333
ch01 20180120 020126 1-1 109855 33890 1412.083333
ch01 20180120 020126 1-2 52364 33890 1412.083333
ch01 20180120 022457 1-1 113176 33890 1412.083333
ch01 20180120 022457 1-2 58654 33890 1412.083333
ch01 20180120 024830 1-1 108025 33890 1412.083333
ch01 20180120 024830 1-2 56196 33890 1412.083333
ch01 20180120 031202 1-1 115607 33890 1412.083333
ch01 20180120 031202 1-2 61209 33890 1412.083333
ch01 20180120 033534 1-1 59141 33890 1412.083333
ch01 20180120 033534 1-3 52277 33890 1412.083333
ch01 20180120 035906 1-1 64672 33890 1412.083333
ch01 20180120 035906 1-3 34948 33891 1414.541667
ch01 20180120 042238 1-1 49074 33890 1412.083333
ch01 20180120 042238 1-3 50028 33890 1412.083333
ch01 20180120 044610 1-1 62644 33890 1412.083333
ch01 20180120 044610 1-2 43681 33890 1412.083333
ch01 20180120 050942 1-1 52334 33890 1412.083333
ch01 20180120 050942 1-2 44918 33890 1412.083333
ch01 20180120 053315 1-1 28214 33890 1412.083333
ch01 20180120 053315 1-2 47811 33890 1412.083333
ch01 20180120 053315 1-3 31787 33890 1412.083333
ch01 20180120 055646 1-1 42099 33890 1412.083333
ch01 20180120 055646 1-2 52154 33890 1412.083333
ch01 20180120 055646 1-3 34928 33890 1412.083333
ch01 20180120 062018 1-1 52586 33890 1412.083333
ch01 20180120 062018 1-2 57607 33890 1412.083333
ch01 20180120 062018 1-3 43866 33890 1412.083333
ch01 20180120 064350 1-1 102648 33890 1412.083333
ch01 20180120 064350 1-2 56327 33890 1412.083333
ch01 20180120 070722 1-1 105105 33890 1412.083333
ch01 20180120 070722 1-2 60526 33890 1412.083333
